Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Nox Sidereal IV,2875763009,"""6917530196262343938""",,Legendary,4,Fusion Rifle,monumentoftriumph,KineticSlot,Stasis,special,500,Aggressive Frame,Charge Time,3,Vault,false,false,false,8,28,,51,43,90,36,15,0,0,0,41,0,35,6,34,657,0,0,0,0,0,0,0,7,31,0,0,false,0,0,cassoid,,,Aggressive Frame*,Corkscrew Rifling*,Full Bore,Accelerated Coils*,Enhanced Battery,Clown Cartridge*,Demolitionist,Frenzy*,Adrenaline Junkie,Vanguard Determination*,Wild Card,Kill Tracker,Tier 3: Charge Time*,,,,,,
Null Composure,2150643740,"""6917530193954049983""",,Legendary,5,Fusion Rifle,monumentoftriumph,Energy,Void,special,450,Rapid-Fire Frame,Reload Speed,10,Vault,true,false,false,8,28,,55,38,55,40,16,0,0,0,46,0,75,8,66,516,0,0,0,0,0,0,0,4,55,0,0,false,0,1,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Enhanced Battery*,Ionized Battery,Reconstruction*,Reservoir Burst*,Problem Solver*,Vanguard Determination,Kill Tracker,Enhanced Reload*,Masterworked: Reload Speed*,,,,,,,
Null Composure,2150643740,"""6917530193959707527""",,Legendary,5,Fusion Rifle,monumentoftriumph,Energy,Void,special,465,Rapid-Fire Frame,Handling,3,Vault,false,false,false,8,28,,65,38,50,40,16,0,0,0,35,0,50,8,50,533,0,0,0,0,0,0,0,4,55,0,0,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Polygonal Rifling,Accelerated Coils*,Ionized Battery,Overflow*,Envious Arsenal,Successful Warm-Up,Reservoir Burst*,High-Impact Reserves,Controlled Burst,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 3: Handling*,Triumphant Pulse*,,,
Null Composure,2150643740,"""6917530193965519479""",,Legendary,5,Fusion Rifle,monumentoftriumph,Energy,Void,special,468,Rapid-Fire Frame,Stability,4,Vault,false,false,false,8,28,,65,38,50,29,16,0,0,0,50,0,50,6,52,533,0,0,0,0,0,0,0,4,55,0,0,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Fluted Barrel,Accelerated Coils*,Liquid Coils,Heating Up*,Reconstruction,Successful Warm-Up,High-Impact Reserves*,Controlled Burst,Master of Arms,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 4: Stability*,Triumphant Pulse*,,,
Null Composure,2150643740,"""6917530193985748327""",,Legendary,5,Fusion Rifle,monumentoftriumph,Energy,Void,special,474,Rapid-Fire Frame,Range,3,Vault,false,false,false,8,28,,65,38,50,32,16,0,0,0,46,0,50,6,52,533,0,0,0,0,0,0,0,4,55,0,0,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Smallbore,Accelerated Coils*,Ionized Battery,Feeding Frenzy*,Reconstruction,Successful Warm-Up,High-Impact Reserves*,Controlled Burst,Elemental Honing,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 3: Range*,Triumphant Pulse*,,,
One Small Step,2527058296,"""6917530194224251090""",,Legendary,5,Shotgun,monumentoftriumph,KineticSlot,Stasis,special,477,Rapid-Fire Frame,Range,1,Vault,false,false,false,8,28,,60,68,65,43,12,0,0,0,37,140,72,8,40,0,0,0,0,0,0,0,0,2,53,0,0,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Barrel Shroud,Tactical Mag*,Steady Rounds,Proximity Power*,Rimestealer,Grave Robber,One-Two Punch*,Trench Barrel,One for All,Loss*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Ouster Engine,2223968549,"""6917530193961597745""",,Legendary,5,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,467,Area Denial Frame,Reload Speed,4,Vault,false,false,false,8,28,,92,72,0,0,13,100,82,0,33,72,78,1,74,0,0,0,0,0,0,0,0,3,88,0,0,false,0,0,suros,,,Area Denial Frame*,Countermass*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Air Trigger*,Auto-Loading Holster,Blast Distributor,One for All*,Chaos Reshaped,Vorpal Weapon,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 4: Reload Speed*,Triumphant Pulse*,,
Ouster Engine,2223968549,"""6917530193963484485""",,Legendary,5,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,467,Area Denial Frame,Reload Speed,3,Vault,false,false,false,8,28,,62,72,0,0,13,100,88,0,27,72,77,1,63,0,0,0,0,0,0,0,0,3,58,0,0,false,0,0,suros,,,Area Denial Frame*,Linear Compensator*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Rimestealer,Blast Distributor,One for All*,Chaos Reshaped,Vorpal Weapon,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 3: Reload Speed*,Triumphant Pulse*,,
Ouster Engine,2223968549,"""6917530193977883748""",,Legendary,3,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,459,Area Denial Frame,Reload Speed,1,Vault,false,false,false,8,28,,62,72,0,0,13,100,71,0,37,72,74,1,63,0,0,0,0,0,0,0,0,3,58,0,0,false,0,0,suros,,,Area Denial Frame*,Confined Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Envious Assassin,One for All*,Aggregate Charge,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 1: Reload Speed*,,,,,
Ouster Engine,2223968549,"""6917530195073579785""",keep,Legendary,5,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,538,Area Denial Frame,Velocity,2,Vault,false,false,false,8,28,,62,72,0,0,13,100,80,0,22,72,74,1,58,0,0,0,0,0,0,0,0,3,58,0,0,false,0,0,suros,,,Area Denial Frame*,Volatile Launch*,Confined Launch,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Rimestealer,One for All*,Vorpal Weapon,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 2: Velocity*,,,,,
Ouster Engine,2223968549,"""6917530196894341485""",,Legendary,5,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,550,Area Denial Frame,Reload Speed,1,Vault,false,false,false,8,28,,62,72,0,0,13,100,73,0,37,72,75,1,63,0,0,0,0,0,0,0,0,3,88,0,0,false,0,0,suros,,,Area Denial Frame*,Confined Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Air Trigger*,Auto-Loading Holster,Envious Assassin,One for All*,Chaos Reshaped,Vorpal Weapon,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 1: Reload Speed*,Triumphant Pulse*,,
Ouster Engine,2223968549,"""6917530197727034532""",,Legendary,5,Grenade Launcher,monumentoftriumph,KineticSlot,Stasis,special,550,Area Denial Frame,Blast Radius,1,Vault,false,false,false,8,28,,62,72,0,0,13,100,78,0,22,72,74,1,58,0,0,0,0,0,0,0,0,3,88,0,0,false,0,0,suros,,,Area Denial Frame*,Volatile Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Air Trigger*,Envious Assassin,Blast Distributor,One for All*,Aggregate Charge,Vorpal Weapon,Problem Solver*,Vanguard Determination,Suros Synergy,Kill Tracker,Tier 1: Blast Radius*,Triumphant Pulse*,,
Out of Bounds,2579239008,"""6917530193872787977""",,Legendary,5,Submachine Gun,crucible,Energy,Arc,primary,461,Lightweight Frame,Stability,10,Vault,false,false,false,8,28,,100,55,15,48,14,0,0,0,58,900,33,41,63,0,0,0,0,0,0,0,0,23,47,0,0,false,0,712,omolon,"00003:Alpha,PvP,Raid",,Lightweight Frame*,Extended Barrel*,Full Bore,Alloy Magazine*,High-Caliber Rounds,Subsistence,Voltshot*,Golden Tricorn Enhanced,Adrenaline Junkie*,Roar of Battle*,Omolon Fluid Dynamics,Kill Tracker,Freehand Grip*,Masterworked: Stability*,,,,,
Out of Bounds,2579239008,"""6917530197764976184""",,Legendary,5,Submachine Gun,crucible,Energy,Arc,primary,550,Lightweight Frame,Reload Speed,3,Vault,false,false,false,8,28,,100,55,15,39,14,0,0,0,54,900,31,41,63,0,0,0,0,0,0,0,0,23,47,0,0,false,0,0,omolon,,,Lightweight Frame*,Chambered Compensator*,Hammer-Forged Rifling,High-Caliber Rounds*,Flared Magwell,Subsistence*,Loose Change,Voltshot,Golden Tricorn Enhanced*,Rangefinder,Frenzy,Roar of Battle*,Omolon Fluid Dynamics,Kill Tracker,Tier 3: Reload Speed*,Triumphant Pulse*,,,
Outbreak Perfected,3824673936,"""6917530191177131222""",favorite,Exotic,0,Pulse Rifle,,KineticSlot,Kinetic,primary,310,The Corruption Spreads,,10,Vault,true,false,false,2,6,,100,65,27,64,17,0,0,0,50,450,45,35,30,0,0,0,0,0,0,0,0,29,54,0,0,crafted,7,754,,,,The Corruption Spreads*,Extended Barrel*,Accurized Rounds*,Outlaw*,Parasitism*,Fitted Stock*,Kill Tracker,,,,,,,,,,,,
Outrageous Fortune,4146673634,"""6917530197106635711""",,Legendary,5,Grenade Launcher,pinnacleops,Power,Solar,heavy,540,Rapid-Fire Frame,Blast Radius,1,Vault,false,false,false,8,27,,57,30,0,0,13,53,52,0,29,150,20,6,20,0,0,0,0,0,0,0,0,6,40,0,0,false,0,0,hakke,,,Rapid-Fire Frame*,Volatile Launch*,Linear Compensator,High-Explosive Ordnance*,High-Velocity Rounds,Impulse Amplifier*,Envious Arsenal,Stats for All,Full Court*,Bait and Switch,Binary Orbit,Problem Solver*,Vanguard Determination,Häkke Breach Armaments,Kill Tracker,Tier 1: Blast Radius*,Achronal Outrageous Fortune*,Sparks Everlasting*,
Oxygen SR3,4104613038,"""6917530196223636558""",,Legendary,5,Scout Rifle,monumentoftriumph,Energy,Solar,primary,550,Precision Frame,Range,4,Vault,false,false,false,8,28,,60,67,62,48,20,0,0,0,51,180,46,18,57,0,0,0,0,0,0,0,0,10,54,0,0,false,0,110,omolon,,,Precision Frame*,Fluted Barrel*,Smallbore,Appended Mag*,Flared Magwell,Heal Clip*,Pugilist,To the Pain,Meganeura*,Burning Ambition,One for All,Problem Solver*,Vanguard Determination,Omolon Fluid Dynamics,Kill Tracker,Tier 4: Range*,Infamous Oxygen SR3*,Roguish Bolts*,
Perfect Paradox,4108648762,"""6917530195830063475""",,Legendary,5,Shotgun,echoes,KineticSlot,Kinetic,special,550,Rapid-Fire Frame,Range,1,Vault,true,false,false,8,28,,61,70,65,41,12,0,0,0,50,140,75,8,43,0,0,0,0,0,0,0,0,2,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Smallbore*,Corkscrew Rifling,Appended Mag,Tactical Mag*,Stopping Power,Pugilist*,One-Two Punch*,Ancillary Ordinance,Cast No Shadows*,Kill Tracker,Tier 1: Range*,,,,,,,
Perfect Paradox,4108648762,"""6917530196700535626""",,Legendary,5,Shotgun,echoes,KineticSlot,Kinetic,special,550,Rapid-Fire Frame,Stability,3,Vault,true,false,false,8,28,,61,70,65,49,12,0,0,0,45,140,75,8,43,0,0,0,0,0,0,0,0,2,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Barrel Shroud,Appended Mag,Tactical Mag*,Slideshot,Bewildering Burst,Pugilist*,Trench Barrel,Swashbuckler,One-Two Punch*,Cast No Shadows*,Kill Tracker,Tier 3: Stability*,Triumphant Pulse*,,,,
Perfect Paradox,4108648762,"""6917530197896596623""",,Legendary,5,Shotgun,echoes,KineticSlot,Kinetic,special,550,Rapid-Fire Frame,Range,1,Vault,false,false,false,8,28,,61,70,65,50,12,0,0,0,42,140,75,8,43,0,0,0,0,0,0,0,0,2,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Barrel Shroud,Tactical Mag*,Extended Mag,Bewildering Burst,Pugilist*,Threat Remover,Trench Barrel,Swashbuckler,One-Two Punch*,Cast No Shadows*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Perfect Pitch,2191451996,"""6917530191876747736""",,Legendary,3,Submachine Gun,monumentoftriumph,Energy,Solar,primary,340,Precision Frame,Range,5,Vault,true,false,false,8,28,,100,54,25,67,15,0,0,0,39,600,18,30,10,0,0,0,0,0,0,0,0,15,21,0,0,false,0,0,,,,Precision Frame*,Extended Barrel*,Smallbore,Alloy Magazine*,Light Mag,Enlightened Action*,Discord,Rampage*,Target Lock,Vanguard Determination*,Kill Tracker,Tier 5: Range*,,,,,,,
Perfect Pitch,2191451996,"""6917530196957207707""",,Legendary,5,Submachine Gun,monumentoftriumph,Energy,Solar,primary,550,Precision Frame,Range,1,Vault,false,false,false,8,28,,93,54,25,65,15,0,0,0,39,600,0,34,20,0,0,0,0,0,0,0,0,25,21,0,0,false,0,0,,,,Precision Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Appended Mag,Subsistence,Keep Away,Heal Clip*,Incandescent*,Harmony,Focused Fury,Vanguard Determination*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Phyllotactic Spiral,3635821806,"""6917530194594699585""",,Legendary,0,Pulse Rifle,campaign,Energy,Arc,primary,500,High-Impact Frame,Reload Speed,1,Warlock(504),false,false,false,6,20,,90,31,33,68,18,0,0,0,44,340,13,37,16,0,0,0,0,0,0,0,0,26,48,0,0,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Extended Mag*,Flared Magwell,Keep Away*,Elemental Capacitor*,Nanotech Tracer Missiles*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,
Phyllotactic Spiral,3635821806,"""6917530195264125280""",,Legendary,0,Pulse Rifle,campaign,Energy,Arc,primary,532,High-Impact Frame,Handling,10,Vault,false,false,false,6,20,,90,31,33,58,18,0,0,0,54,340,32,37,31,0,0,0,0,0,0,0,0,16,48,0,0,false,0,260,,,,High-Impact Frame*,Chambered Compensator*,Extended Barrel,Alloy Magazine*,High-Caliber Rounds,Keep Away*,Voltshot*,Nanotech Tracer Missiles*,Kill Tracker,Backup Mag*,Masterworked: Handling*,,,,,,,,
Positive Outlook,1832481283,"""6917530195206570498""",,Legendary,5,Auto Rifle,,Energy,Void,primary,540,Precision Frame,Reload Speed,10,Vault,true,false,false,8,28,,66,26,29,75,16,0,0,0,53,450,63,33,56,0,0,0,0,0,0,0,0,10,59,0,0,false,0,0,omolon,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Alloy Magazine*,Armor-Piercing Rounds,Ambitious Assassin*,Repulsor Brace,Feeding Frenzy,Mega Kill Clip*,Dragonfly,Feeding Frenzy,Accelerated Assault*,Vanguard Determination,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Reload Speed*,Triumphant Pulse*,,
Positive Outlook,1832481283,"""6917530195228801309""",,Legendary,5,Auto Rifle,,Energy,Void,primary,543,Precision Frame,Range,10,Vault,false,false,false,8,28,,66,26,29,94,16,0,0,0,38,450,30,39,47,0,0,0,0,0,0,0,0,20,59,0,0,false,0,0,omolon,,,Precision Frame*,Full Bore*,Smallbore,Extended Mag*,Armor-Piercing Rounds,Dynamic Sway Reduction*,Feeding Frenzy,Dragonfly*,Target Lock,Accelerated Assault*,Vanguard Determination,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Range*,,,,,
Positive Outlook,1832481283,"""6917530195231012818""",,Legendary,5,Auto Rifle,,Energy,Void,primary,543,Precision Frame,Range,10,Vault,false,false,false,8,28,,66,26,29,94,16,0,0,0,43,450,50,37,47,0,0,0,0,0,0,0,0,10,59,0,0,false,0,0,omolon,,,Precision Frame*,Full Bore*,Hammer-Forged Rifling,Appended Mag*,Ricochet Rounds,Zen Moment*,Dynamic Sway Reduction,Destabilizing Rounds*,Target Lock,Accelerated Assault*,Vanguard Determination,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Range*,,,,,
Positive Outlook,3625635456,"""6917530195873065291""",,Legendary,5,Auto Rifle,monumentoftriumph,Energy,Void,primary,550,Precision Frame,Range,1,Vault,true,false,false,8,28,,66,26,29,65,16,0,0,0,53,450,25,39,62,0,0,0,0,0,0,0,0,20,59,0,0,false,0,0,omolon,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Flared Magwell,Zen Moment*,Dynamic Sway Reduction,Ambitious Assassin,Destabilizing Rounds*,Dragonfly,Tap the Trigger,Vanguard Determination*,Omolon Fluid Dynamics,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,
Positive Outlook,3625635456,"""6917530197606041835""",,Legendary,3,Auto Rifle,monumentoftriumph,Energy,Void,primary,550,Precision Frame,Reload Speed,2,Vault,true,false,false,8,28,,66,26,29,69,16,0,0,0,47,450,50,37,51,0,0,0,0,0,0,0,0,10,59,0,0,false,0,0,omolon,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Flared Magwell,Ambitious Assassin*,Repulsor Brace,Destabilizing Rounds*,Mega Kill Clip,Vanguard Determination*,Omolon Fluid Dynamics,Kill Tracker,Tier 2: Reload Speed*,,,,,,
Praxic Blade,3049715579,"""6917530193456670278""",,Exotic,0,Sword,renegades,KineticSlot,Kinetic,special,511,Ranged Weapon,,10,Vault,false,false,false,8,28,,0,0,85,0,0,0,0,0,0,0,0,63,0,0,0,0,86,16,10,80,0,0,0,0,0,false,0,3078,,"00003:Alpha,PvP,Raid",,Ranged Weapon*,Fencing Tang*,Offensive Grip*,Cormorant Reversal*,Kill Tracker,Cormorant Combo*,Energy Conduit*,Dark Matter Crystal: Blue*,Invigorating Blade*,Offensive Form*,Gyro Core*,,,,,,,,
Praxic Blade,3049715579,"""6917530194699103561""",,Exotic,0,Sword,renegades,KineticSlot,Kinetic,special,550,Ranged Weapon,,10,Vault,true,false,false,8,28,,0,0,85,0,0,0,0,0,0,0,0,63,0,0,0,0,86,16,10,80,0,0,0,0,0,false,0,2732,,00001:Stasis,,Ranged Weapon*,Fencing Tang*,Offensive Grip*,Cormorant Reversal*,Kill Tracker,Cormorant Combo*,Hyperblade*,Dark Matter Crystal: Warmind*,Invigorating Blade*,Offensive Form*,Impact Core*,,,,,,,,
Precipial,367772693,"""6917530195353118090""",,Legendary,2,Shotgun,kepler,Energy,Void,special,548,Precision Frame,Reload Speed,3,Vault,false,false,false,8,27,,75,70,70,78,12,0,0,0,50,65,21,6,26,0,0,0,0,0,0,0,0,14,45,0,0,false,0,0,,,,Precision Frame*,Rifled Barrel*,Smoothbore,Extended Mag*,Light Mag,One-Two Punch*,Vorpal Weapon*,Exhaustive Research*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,,,
Precipial,367772693,"""6917530195413394862""",infuse,Legendary,2,Shotgun,kepler,Energy,Void,special,550,Precision Frame,Handling,4,Vault,false,false,false,8,27,,75,70,70,83,12,0,0,0,45,65,38,6,45,0,0,0,0,0,0,0,0,4,45,0,0,false,0,0,,,,Precision Frame*,Smoothbore*,Smallbore,Appended Mag*,Steady Rounds,Proximity Power*,Swashbuckler*,Exhaustive Research*,Kill Tracker,Tier 4: Handling*,,,,,,,,,
Premonition,1969802090,"""6917530194230548934""",,Legendary,3,Pulse Rifle,dungeon,Energy,Void,primary,477,High-Impact Frame,Range,1,Vault,false,false,false,8,28,,77,37,33,66,18,0,0,0,55,340,40,28,38,0,0,0,0,0,0,0,0,10,53,0,0,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling*,Smallbore,Alloy Magazine*,High-Caliber Rounds,Firefly*,Rapid Hit,Desperado*,Meganeura,Loss*,Kill Tracker,Tier 1: Range*,,,,,,,
Pro Memoria,3605603507,"""6917530193862451099""",,Legendary,0,Machine Gun,paleheart,Power,Strand,heavy,540,Aggressive Frame,Stability,10,Vault,false,false,false,7,24,,79,46,33,45,17,0,0,0,70,600,60,64,60,0,0,0,0,0,0,0,0,15,45,0,0,false,0,313,,,,Aggressive Frame*,Fluted Barrel*,Smallbore,Flared Magwell*,Light Mag,Reconstruction*,Frenzy*,Dealer's Choice*,Kill Tracker,Masterworked: Stability*,,,,,,,,,
Prolonged Engagement,2624561525,"""6917530194010750825""",,Legendary,2,Submachine Gun,monumentoftriumph,KineticSlot,Stasis,primary,462,Lightweight Frame,Range,4,Vault,true,false,false,8,28,,100,55,15,29,14,0,0,0,46,900,9,45,78,0,0,0,0,0,0,0,0,31,60,0,0,false,0,0,veist,,,Lightweight Frame*,Arrowhead Brake*,Extended Barrel,Extended Mag*,High-Caliber Rounds,Subsistence*,Headstone*,Vanguard Determination*,Veist Stinger,Kill Tracker,Tier 4: Range*,,,,,,,,
Prolonged Engagement,2624561525,"""6917530194045270163""",,Legendary,3,Submachine Gun,monumentoftriumph,KineticSlot,Stasis,primary,482,Lightweight Frame,Reload Speed,1,Vault,true,false,false,8,28,,95,55,15,25,14,0,0,0,56,900,10,45,63,0,0,0,0,0,0,0,0,31,60,0,0,false,0,0,veist,,,Lightweight Frame*,Chambered Compensator*,Full Bore,Extended Mag*,Appended Mag,Outlaw*,Dynamic Sway Reduction,Headstone*,Tap the Trigger,Vanguard Determination*,Veist Stinger,Kill Tracker,Tier 1: Reload Speed*,,,,,,
Prolonged Engagement,2624561525,"""6917530194431003003""",,Legendary,5,Submachine Gun,monumentoftriumph,KineticSlot,Stasis,primary,502,Lightweight Frame,Reload Speed,10,Warlock(504),false,true,false,8,28,,100,55,15,30,14,0,0,0,51,900,26,45,85,0,0,0,0,0,0,0,0,31,60,0,0,false,0,240,veist,,,Lightweight Frame*,Arrowhead Brake*,Polygonal Rifling,Extended Mag*,Flared Magwell,Outlaw*,Proximity Power,Headstone*,Desperate Measures,Vanguard Determination*,Veist Stinger,Kill Tracker,Freehand Grip*,Masterworked: Reload Speed*,,,,,
Prolonged Engagement,2624561525,"""6917530196872231839""",,Legendary,3,Submachine Gun,monumentoftriumph,KineticSlot,Stasis,primary,540,Lightweight Frame,Range,2,Vault,true,false,false,8,28,,95,55,15,37,14,0,0,0,46,900,29,41,58,0,0,0,0,0,0,0,0,21,60,0,0,false,0,0,veist,,,Lightweight Frame*,Extended Barrel*,Hammer-Forged Rifling,Alloy Magazine*,Ricochet Rounds,Outlaw*,Perpetual Motion,Headstone*,Perfect Float,Vanguard Determination*,Veist Stinger,Kill Tracker,Tier 2: Range*,,,,,,
Prolonged Engagement,2624561525,"""6917530196894336376""",,Legendary,5,Submachine Gun,monumentoftriumph,KineticSlot,Stasis,primary,550,Lightweight Frame,Handling,1,Vault,true,false,false,8,28,,100,55,15,25,14,0,0,0,46,900,29,41,81,0,0,0,0,0,0,0,0,21,60,0,0,false,0,0,veist,,,Lightweight Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine*,Armor-Piercing Rounds,Subsistence*,Perpetual Motion,Dynamic Sway Reduction,Headstone*,Perfect Float,Tap the Trigger,Vanguard Determination*,Veist Stinger,Kill Tracker,Tier 1: Handling*,Triumphant Pulse*,,,
Prometheus Lens,19024058,"""6917530193848727564""",,Exotic,0,Trace Rifle,,Energy,Solar,special,540,Prismatic Inferno,,10,Vault,true,false,false,1,2,,100,100,6,70,16,0,0,0,60,1000,40,100,35,0,0,0,0,0,0,0,0,16,100,0,0,false,0,762,,"00002:Support,Support",,Prismatic Inferno*,Chambered Compensator*,Projection Fuse*,Flame Refraction*,Composite Stock*,Kill Tracker,,,,,,,,,,,,,
Prosecutor,1091550016,"""6917530196820715195""",,Legendary,5,Auto Rifle,dungeon,Energy,Arc,primary,550,Precision Frame,Reload Speed,3,Vault,false,false,false,8,28,,79,34,29,60,16,0,0,0,53,450,30,38,42,0,0,0,0,0,0,0,0,20,60,0,0,false,0,0,,,,Precision Frame*,Chambered Compensator*,Smallbore,Extended Mag*,Ricochet Rounds,Dragonfly*,Eddy Current,Light Touch,Voltshot*,Onslaught,Sword Logic,Crossing Over*,Kill Tracker,Tier 3: Reload Speed*,Triumphant Pulse*,,,,
Psi Aeterna IV,3556730800,"""6917530193627462242""",,Legendary,4,Pulse Rifle,monumentoftriumph,Energy,Arc,special,300,Micro-Missile Frame,Stability,1,Titan(542),false,false,false,8,28,,100,68,0,0,20,68,63,0,63,200,41,5,37,0,0,0,0,0,0,0,0,20,11,0,0,false,0,0,cassoid,,,Micro-Missile Frame*,Countermass*,Quick Launch,Tactical Mag*,Alloy Magazine,Stats for All*,Trickle Charge,Jolting Feedback*,One for All,Vanguard Determination*,Wild Card,Kill Tracker,Tier 1: Stability*,,,,,,
Psi Aeterna IV,3556730800,"""6917530193631348589""",,Legendary,4,Pulse Rifle,monumentoftriumph,Energy,Arc,special,300,Micro-Missile Frame,Blast Radius,4,Warlock(504),false,false,false,8,28,,71,68,0,0,20,83,54,0,60,200,32,6,26,0,0,0,0,0,0,0,0,20,11,0,0,false,0,0,cassoid,,,Micro-Missile Frame*,Confined Launch*,Smart Drift Control,Appended Mag*,Extended Mag,Beacon Rounds*,Trickle Charge,Collective Pugilism*,Elemental Honing,Vanguard Determination*,Wild Card,Kill Tracker,Tier 4: Blast Radius*,,,,,,
Psi Aeterna IV,3556730800,"""6917530193635343444""",,Legendary,4,Pulse Rifle,monumentoftriumph,Energy,Arc,special,300,Micro-Missile Frame,Blast Radius,1,Titan(542),false,false,false,8,28,,71,68,0,0,20,80,54,0,66,200,41,5,26,0,0,0,0,0,0,0,0,20,11,0,0,false,0,0,cassoid,,,Micro-Missile Frame*,Confined Launch*,Countermass,Tactical Mag*,Flared Magwell,Blast Distributor*,Trickle Charge,Jolting Feedback*,Rolling Storm,Vanguard Determination*,Wild Card,Kill Tracker,Tier 1: Blast Radius*,,,,,,
Punching Out,1469372193,"""6917530195204849114""",,Legendary,3,Sidearm,monumentoftriumph,Energy,Solar,primary,527,Rapid-Fire Frame,Reload Speed,3,Vault,true,false,false,8,28,,98,56,35,21,12,0,0,0,73,450,26,20,47,0,0,0,0,0,0,0,0,22,65,0,0,false,0,0,suros,,,Rapid-Fire Frame*,Chambered Compensator*,Full Bore,Extended Mag*,Appended Mag,Overflow*,Demolitionist,Kill Clip*,Adrenaline Junkie,Vanguard Determination*,Suros Synergy,Kill Tracker,Tier 3: Reload Speed*,,,,,,
